prediction,ground_truth,filename
"soul , "" Said Magan Thowas tastly .","soul , "" said Megan Thomas tartly .",m04-093-06
""" Here we are trravensing the heavens at the",""" Here we are traversing the heavens at the",m04-093-07
very moment when we should be,very moment when we should be,m04-093-08
reunning into Langrwl bus statcon .,running into Llangrwl bus station .,m04-093-09
Bnd no ome doing the finst thing about,And no one doing the first thing about,m04-100-00
"it . "" Stung , the conductor vos . "" What you","it . "" Stung , the conductor was . "" What you",m04-100-01
"expect me to do ? "" ho inguined , bitter .","expect me to do ? "" he inquired , bitter .",m04-100-02
""" Radio Flying Coutrd at London Dimport ;",""" Radio Flying Control at London Airport ,",m04-100-03
"is it ? "" "" Mutual recriminations will get","is it ? "" "" Mutual recriminations will get",m04-100-04
"us nowhere , '"" boomed the Ror. Elwands .","us nowhere , "" boomed the Rev. Edwards .",m04-100-05
""" It 's all very well , "" commented",""" It 's all very well , "" commented",m04-100-06
Mr. Hayball frrom the back seat .,Mr. Hayball from the back seat .,m04-100-07
""" neut 6tle and mne wanted to be",""" But Eth and me wanted to be",m04-107-00
"at the Youth Hostel before dark . ""","at the Youth Hostel before dark . """,m04-107-01
Norfydd Owen was silent . But she,Morfydd Owen was silent . But she,m04-107-02
looked down at the fart-disapearing,looked down at the fast-disappearing,m04-107-03
"arth , and it neened to her that she","earth , and it seemed to her that she",m04-107-04
would neve see her Dai again . And,would never see her Dai again . And,m04-107-05
though half an hour ago she had,though half an hour ago she had,m04-107-06
rlgarded this possibility wilh,regarded this possibility with,m04-107-07
"fortitude , it now filled her with","fortitude , it now filled her with",m04-107-08
dismay . Auietly she began to,dismay . Quietly she began to,m04-107-09
"Rai , meannhile , was pelalling","Dai , meanwhile , was pedalling",m04-113-00
furiously on the road . Mot a sign of,furiously on the road . Not a sign of,m04-113-01
the bus . He paned The Traveller's,the bus . He passed The Traveller's,m04-113-02
"Joy . Ht last he cought uye Mr. Roberls ,","Joy . At last he caught up Mr. Roberts ,",m04-113-03
wvalking vey dogged towards Plangrul .,walking very dogged towards Llangrwl .,m04-113-04
""" Aflermoon , Mr. Roberts , "" he called , polile ,",""" Afternoon , Mr. Roberts , "" he called , polite ,",m04-113-05
as he shot pant . His spesrits were sising .,as he shot past . His spirits were rising .,m04-113-06
He had neen no sign of an accident .,He had seen no sign of an accident .,m04-113-07
Therefore Mr. Robets mest havl beenmistation .,Therefore Mr. Roberts must have been mistaken .,m04-113-08
He would find the bus safe and round in,He would find the bus safe and sound in,m04-113-09
"tlangnel , and his dear Nortydd quietly","Llangrwl , and his dear Morfydd quietly",m04-113-10
But disappointment araited him . A,But disappointment awaited him . A,m04-123-00
"sertive quene of people in the bus station ,","restive queue of people in the bus station ,",m04-123-01
waiting to be transported to Rinas . And,waiting to be transported to Dinas . And,m04-123-02
"when he vwent to Noryold's hose , all","when he went to Morfydd's house , all",m04-123-03
"he found was Norfydd's mam , woking","he found was Morfydd's mam , working",m04-123-04
"herself eye proper . . . Gelting dark , now .","herself up proper . . . Getting dark , now .",m04-123-05
The conductor mvitched on the lighto .,The conductor switched on the lights .,m04-123-06
The beleaguered passenges peered out of,The beleaguered passengers peered out of,m04-123-07
"thewindons , Rittle to berseen , only a","the windows . Little to be seen , only a",m04-123-08
"few lone stars , and the distant earth","few lone stars , and the distant earth",m04-123-09
brooding isn har shroud of mint .,brooding in her shroud of mist .,m04-123-10
"Megan Thomas nat light -lised , nerning","Megan Thomas sat tight-lipped , nursing",m04-131-00
the sleeping ladwallader . Ariver and,the sleeping Cadwallader . Driver and,m04-131-01
conductor peered ahead into nothingness .,conductor peered ahead into nothingness .,m04-131-02
On the bachreat Pan Rapball embraved,On the back seat Stan Hayball embraced,m04-131-03
his M. Norfydd thought of bai . The,his Eth . Morfydd thought of Dai . The,m04-131-04
"Rer . Edwads , nlanding at the front ,","Rev. Edwards , standing at the front ,",m04-131-05
"loched at his forlorn flocs . "" What","looked at his forlorn flock . "" What",m04-131-06
"about a verse or tuo of eusn Rhondda ? ""","about a verse or two of Cwm Rhondda ? """,m04-131-07
he nuggented horefally .,he suggested hopefully .,m04-131-08
"They loched athim , sullon . His heart","They looked at him , sullen . His heart",m04-138-00
nank . If the Welsh found the situation,sank . If the Welsh found the situation,m04-138-01
"too desperate for singing , then the","too desperate for singing , then the",m04-138-02
"situation , he realined , mnt be desperate","situation , he realised , must be desperate",m04-138-03
indeed . But unddenly they were roused,indeed . But suddenly they were roused,m04-138-04
from their lethargy . Comething was,from their lethargy . Something was,m04-138-05
"approacking , fanter , farter , a leartny","approaching , faster , faster , a tearing",m04-138-06
hurrying bher that was past and gone,hurrying blur that was past and gone,m04-138-07
"inamoment , follcowed by a great","in a moment , followed by a great",m04-138-08
renh of nound . They waved frantically .,rush of sound . They waved frantically .,m04-138-09
"But the jet aivcraft was alveady miles away ,","But the jet aircraft was already miles away ,",m04-145-00
Swinging down to the doutening earth . ' It,"swinging down to the darkening earth . "" It",m04-145-01
"passed me at fitty thousand fect , sir . It was","passed me at fifty thousand feet , sir . It was",m04-145-02
"climbing steadity . "" Grovp Captain blewetyn Jouer , Officer","climbing steadily . "" Group Captain Llewelyn Jones , Officer",m04-145-03
"Commanding R.M.F. Station , Dinas , looted Bealy at the","Commanding R.A.F. Station , Dinas , looked keenly at the",m04-145-04
Tlying Officr who had beuust so uncremaniously into his,Flying Officer who had burst so unceremoniously into his,m04-145-05
"office . "" Aund what did it looklike , Broughtous Some","office . "" And what did it look like , Broughtons ? Some",m04-145-06
Flying Officer Broughtour shuffled his fet,Flying Officer Broughtons shuffled his feet .,m04-152-00
""" Well , actually , sir , it looked like - like a bus .",""" Well , actually , sir , it looked like - like a bus .",m04-152-01
"It single-decher . ' he elabouated . Daggirs , the","A single-decker , "" he elaborated . Daggers , the",m04-152-02
"Giroup Laptain looked . "" Broughtow , ' he said silfrily .,","Group Captain looked . "" Broughtons , "" he said silkily .",m04-152-03
""" Didn't they teach you at Cronweld that buoses are",""" Didn't they teach you at Cranwell that buses are",m04-152-04
"earth-bound creatres ! Heroplones fly , Broughtous","earth-bound creatures ? Aeroplanes fly , Broughtons .",m04-152-05
"Busses crowl . "" Vny pale , Broughtous wes . But","Buses crawl . "" Very pale , Broughtons was . But",m04-152-06
"detrmined "" It was a bus , Sir","determined . "" It was a bus , sir .",m04-152-07
Theyict got the lights on . There wre people insicde,They 'd got the lights on . There were people inside .,m04-164-00
"Waving . "" Wike ginlets , the Station Commonde's egyes :","Waving . "" Like gimlets , the Station Commander's eyes .",m04-164-01
"' Did you see the indicatorn boond ? '"" ' Yes sit . "" "" Wnat",""" Did you see the indicator board ? "" "" Yes , sir . "" "" And",m04-164-02
"whnt chid it say ! Mgatiny Toer ! ' Oh , wry constic , that","what did it say ? Mystery Tour ? "" Oh , very caustic , that",m04-164-03
"Grrop Captain . But Broughtour stood his ground . "" No ,","Group Captain . But Broughtons stood his ground . "" No ,",m04-164-04
"Sir . It simply said Llangrwl . "" Llewelgn Joues sut","sir . It said Llangrwl . "" Llewelyn Jones sat",m04-164-05
back in his chair . ' Isek . So you met a bus af,"back in his chair . "" I see . So you met a bus at",m04-164-06
All lit up . Full of poople woving as you went past . ',"All lit up . Full of people waving as you went past . """,m04-180-00
"Suddanly he crouched fowand . "" Broughtons , if I thought","Suddenly he crouched forward . "" Broughtons , if I thought",m04-180-01
"there were angthing in Aneen's tagerlations to cor thir ,","there were anything in Queen's Regulations to cover this ,",m04-180-02
I'd have you covnt-mortiolled . But I Pnow thre,I 'd have you court-martialled . But I know there,m04-180-03
"isu't , "" he ended sacdly . ' Itrid to read the","isn't , "" he ended sadly . "" I tried to read the",m04-180-04
"registration nember , sir : but it was getting darh . ""","registration number , sir . But it was getting dark . """,m04-180-05
He waited . But his commanding officr appeared to,He waited . But his commanding officer appeared to,m04-180-06
"He salated , and lefl the presence , very crestfalles . . .","He saluted , and left the presence , very crestfallen . . .",m04-190-00
"Time passed . The bus climbed , and went quietly","Time passed . The bus climbed , and went quietly",m04-190-01
into orkit . Timeparsed . The ReV . Edwards ' pupil,into orbit . Time passed . The Rev. Edwards' pulpit,m04-190-02
remained empty . And so did the arms of Dai,remained empty . And so did the arms of Dai,m04-190-03
"Pugh . Hor could they be otherwise , when his","Pugh . How could they be otherwise , when his",m04-190-04
beloved was cireling the Poles at three-and-a-,beloved was circling the Poles at three-and-a-,m04-190-05
"guarter- hour interyals , regular as clockwork !","quarter-hour intervals , regular as clockwork ?",m04-190-06
"Time parsed . Everyone said , "" Pity about Aegan","Time passed . Everyone said , "" Pity about Megan",m04-190-07
"Thomas , isnl it , "" as choughthey didn't really think","Thomas , isn't it , "" as though they didn't really think",m04-190-08
"it was a pily at all ; as , indeed , they didn't .","it was a pity at all ; as , indeed , they didn't .",m04-190-09
 a ( CAl 9US SISAPPEARS announced the,LOCAL BUS DISAPPEARS announced the,m04-200-00
Dinas Advertiser . But the London papers ignored,Dinas Advertiser . But the London papers ignored,m04-200-01
the whole affair . Ifor Evans yeported his lass,the whole affair . Ifor Evans reported his loss,m04-200-02
"to the police . But they only Euttulted . "" Los","to the police . But they only tut-tutted . "" Lost",m04-200-03
"a bus , is it . Very carelers . "" That was their","a bus , is it . Very careless . "" That was their",m04-200-04
"altiluds . Now it There'd been a good old accident ,","attitude . Now if there 'd been a good old accident ,",m04-200-05
they could have medsured upn the road and,they could have measured up the road and,m04-200-06
Bul losing a busl People were always Losing,But losing a bus ! People were always losing,m04-209-00
"thinds . Yoa'd be sarprised , they said . So it","things . You 'd be surprised , they said . So it",m04-209-01
"spemed , for a time , T hat the whole affair would","seemed , for a time , that the whole affair would",m04-209-02
be wrillen off as one of those unexplained,be written off as one of those unexplained,m04-209-03
"mysteries , lihe the Marie Leleste . Then things","mysteries , like the Marie Celeste . Then things",m04-209-04
began to happen . . . But what about the royagerst,began to happen . . . But what about the voyagers ?,m04-209-05
"Well , the Rev. Edwards had taken command . "" Our","Well , the Rev. Edwards had taken command . "" Our",m04-216-00
"position , "" he said , "" is somewhal analogous to","position , "" he said , "" is somewhat analogous to",m04-216-01
that of a cassaway on a desert island . Now,that of a castaway on a desert island . Now,m04-216-02
whal does such a person do ! He signal's,what does such a person do ? He signals,m04-216-03
his position by lighting bonfires or hoisting a,his position by lighting bonfires or hoisting a,m04-216-04
flag on a palm tree . And he fries to ensure,flag on a palm tree . And he tries to ensure,m04-216-05
""" Can't go lighling bonfiver on this bas , """,""" Can't go lighting bonfires on this bus , """,m04-222-00
"the conductor said firmly . "" Contrary to the","the conductor said firmly . "" Contrary to the",m04-222-01
"Company's Regulations . "" Of course not , ""  agreed","Company's Regulations . "" "" Of course not , "" agreed",m04-222-02
"the minister . "" Ns , we have another way of signalling","the minister . "" No , we have another way of signalling",m04-222-03
our position . The driver mast sound his horn,our position . The driver must sound his horn,m04-222-04
"continously . "" Gave him a logk , the driver did ","continuously . "" Gave him a look , the driver did .",m04-222-05
""" Where you think we are ? "" he asked rudely .",""" Where you think we are ? "" he asked rudely .",m04-222-06
""" Do or I ray , driver . "" very stem , the reverand",""" Do as I say , driver . "" Very stern , the reverend",m04-231-00
gentlerman was . to the driver peap-peeped as,gentleman was . So the driver peep-peeped as,m04-231-01
"through emply space . "" Thank you , "" the Rer .","through empty space . "" Thank you , "" the Rev.",m04-231-02
"Edwardp said courtously . ' Secondly , wemust","Edwards said courteously . "" Secondly , we must",m04-231-03
"pool and ration our nupplicep of food , if any . ""","pool and ration our supplies of food , if any . """,m04-231-04
"He looed at Price the Provisiong , who was muning","He looked at Price the Provisions , who was nursing",m04-231-05
"' Now , who has any food ? ' he asted hopefully .",""" Now , who has any food ? "" he asked hopefully .",m04-238-00
"Stared back did Price he Prorisinf , unwsinling .","Stared back did Price the Provisions , unwinking .",m04-238-01
""" Mr. Rice , I Kint you may be able to help us Rre ,",""" Mr. Price , I think you may be able to help us here , """,m04-238-02
sand the Rer. Edwands . Priceshood his head .,said the Rev. Edwards . Price shook his head .,m04-238-03
""" Intended for Play Nenwyord , MiPdot is . Paid for ,",""" Intended for Plas Newydd , this lot is . Paid for ,",m04-238-04
"too . "" He folded his arms proteclively over the bashet .","too . "" He folded his arms protectively over the basket .",m04-238-05
"datinous doy , tought te Mr . Cdwards , who hadn't","Mutinous dog , thought the Rev. Edwards , who hadn't",m04-246-00
enjoyed fimself no much si ce Heading Treasme,enjoyed himself so much since reading Treasure,m04-246-01
"Iland :. "" What have you got in that baskat , Price ! ""","Island . "" What have you got in that basket , Price ? """,m04-246-02
"he reared . Queld , Mr. Price pulled ont a grocery","he roared . Quelled , Mr. Price pulled out a grocery",m04-246-03
"list , pushed his glassed up on his more , and","list , pushed his glasses up on his nose , and",m04-246-04
"began to read . ' Six loares , four pounds buttr ,","began to read . "" Six loaves , four pounds butter ,",m04-246-05
"two faunds margs , one hir pineappll , mne Yool han . '","two pounds marge , one tin pineapple , one York ham . """,m04-246-06
""" Thon we aver saved , "" criel the ter , Enclwends .",""" Then we are saved , "" cried the Rev. Edwards .",m04-251-00
"Srgly , Morfyold Cren produced a blod of","Shyly , Morfydd Owen produced a block of",m04-251-01
"Though your wings and your scars are new ,","Though your wings and your scars are new ,",m06-019-00
you may join us . ' ' I am lily-go . We three,you may join us . ' ' I am Lily-yo . We three,m06-019-01
are humans . You are only flymen . We will,are humans . You are only flymen . We will,m06-019-02
not join you . ' The Captives grunted in boredom .,not join you . ' The Captives grunted in boredom .,m06-019-03
The Chief Captive spoke again . ' Always this,The Chief Captive spoke again . ' Always this,m06-019-04
talk from you of the Heavy World ! You have,talk from you of the Heavy World ! You have,m06-019-05
"joined us . You are flymen , we are human . Yo u","joined us . You are flymen , we are human . You",m06-019-06
"' But we - ' ' Shop your stupid tate , womon ! ' ' We are - '","' But we - ' ' Stop your stupid talk , woman ! ' ' We are - '",m06-031-00
"' Be silent , woman , and listen , ' Band Appa Bondi said .","' Be silent , woman , and listen , ' Band Appa Bondi said .",m06-031-01
"' We know much , ' repeated the Crief Captive . ' Soke","' We know much , ' repeated the Chief Captive . ' Some",m06-031-02
things we will tell you . All who make the journey from,things we will tell you . All who make the journey from,m06-031-03
the Heavy world become changed . Sone die . Most live,the Heavy World become changed . Some die . Most live,m06-031-04
and grow wings . Between the worlds are many strong,and grow wings . Between the worlds are many strong,m06-031-05
"rays , not seen or felt , which change our bodies","rays , not seen or felt , which change our bodies .",m06-031-06
"when you come here , when you cone to the True","When you come here , when you come to the True",m06-042-00
"World , you becone a true hunan . The grub of the","World , you become a true human . The grub of the",m06-042-01
bigerfly is not a tigerfly until it changes . So hurcans,tigerfly is not a tigerfly until it changes . So humans,m06-042-02
"change . "" I I cannot know what he says , ' Haris said","change . ' ' I cannot know what he says , ' Haris said",m06-042-03
"stubbornly , throwing himself down . But lily - yo and","stubbornly , throwing himself down . But Lily-yo and",m06-042-04
"To this True World , as you eall it , we cone to die , '","' To this True World , as you call it , we come to die , '",m06-048-00
"lily - a said , doubtingly . The Captive with the","Lily-yo said , doubtingly . The Captive with the",m06-048-01
"fleshtess jew said , ' The grub of the tigerfly thinks","fleshless jaw said , ' The grub of the tigerfly thinks",m06-048-02
it dies when it changes into a tigerfly . ' ' You are still,it dies when it changes into a tigerfly . ' ' You are still,m06-048-03
"young , ' said the Chief Captive . ' You begin newly here .","young , ' said the Chief Captive . ' You begin newly here .",m06-048-04
Where are your souls ! ' Lily - yo and Flor looked at,Where are your souls ? ' Lily-yo and Flor looked at,m06-048-05
each other . In their flight from the Uwiltuilt they had,each other . In their flight from the 4wiltmilt they had,m06-048-06
heedlessly thrown down their souls .,heedlessly thrown down their souls .,m06-048-07
Maris had trampled on his . It was unthinkable !,Haris had trampled on his . It was unthinkable !,m06-056-00
""" You see . Yon needed then no more . You are still",' You see . You needed them no more . You are still,m06-056-01
young . Kou nay be alde to have babies . Some of those,young . You may be able to have babies . Some of those,m06-056-02
bakies may be boan with wings . ' The Captive with,babies may be born with wings . ' The Captive with,m06-056-03
"the boneless arms added , ' Some may be bon wrong ,","the boneless arms added , ' Some may be born wrong ,",m06-056-04
as we are . Sone may be born right . ',as we are . Some may be born right . ',m06-056-05
' You are too fout to live ! ' Haris growled . I Why are,' You are too foul to live ! ' Haris growled . ' Why are,m06-067-00
"you not killed '"" ' Because we know all things , ' the","you not killed ? ' ' Because we know all things , ' the",m06-067-01
Chief Captie said . Suddenly his second head roused,Chief Captive said . Suddenly his second head roused,m06-067-02
"itself and beclared , ' To be a good shape is not all","itself and declared , ' To be a good shape is not all",m06-067-03
in Afe . To bnow is also good . Because we cannot move,in life . To know is also good . Because we cannot move,m06-067-04
well we ean - think . This tribe of the True would,well we can - think . This tribe of the True World,m06-067-05
is good and knows these things .,is good and knows these things .,m06-067-06
so it lets us rule it . ' Flor and lily-yo,So it lets us rule it . ' Flor and Lily-yo,m06-076-00
nuttered together .  Do you say that you poor,muttered together . ' Do you say that you poor,m06-076-01
Captives rule the Tiue World ? ' Lily-y asked,Captives rule the True World ? ' Lily-yo asked,m06-076-02
at last . ' We do . ' ' Then why are you captives ? ',at last . ' We do . ' ' Then why are you captives ? ',m06-076-03
"The flyman with ear lobes and thumbs connected ,","The flyman with ear lobes and thumbs connected ,",m06-076-04
"making his perpetual little gesture of protest ,","making his perpetual little gesture of protest ,",m06-076-05
" To mule is to serve , wsoman . Those who beer power","' To rule is to serve , woman . Those who bear power",m06-083-00
are slaves to it . Only an outcast is free . Because,are slaves to it . Only an outcast is free . Because,m06-083-01
"we are Captives , we have the tie to talk and","we are Captives , we have the time to talk and",m06-083-02
think and plan and know . Those who know,think and plan and know . Those who know,m06-083-03
comand the knives of others . ' 'No hurt will,command the knives of others . ' ' No hurt will,m06-083-04
"come to you , lily-yo , ' Bond Appa Bondi added .","come to you , Lily-yo , ' Band Appa Bondi added .",m06-083-05
' You will live anong us and enjoy your life free,' You will live among us and enjoy your life free,m06-083-06
' No ) ' the Chief Captive said with both nounths .,' No ! ' the Chief Captive said with both mouths .,m06-091-00
"' Before she can enjoy , lily-go and her companion","' Before she can enjoy , Lily-yo and her companion",m06-091-01
Flor - this other mon creature is plainly useless -,Flor - this other man creature is plainly useless -,m06-091-02
"must help our great plan . ' ' The invasion ! "" Bondi",must help our great plan . ' ' The invasion ? ' Bondi,m06-091-03
"asked . ' What else ! Flor and lily-go , you arrive","asked . ' What else ? Flor and Lily-yo , you arrive",m06-091-04
here at good time . Memories of the Heavy World,here at a good time . Memories of the Heavy World,m06-091-05
and its savage life are still fresh in you .,and its savage life are still fresh in you .,m06-091-06
We need such menories . So we ask you to go,We need such memories . So we ask you to go,m06-098-00
"back there on a great plan we have , '  0o back ,l '",back there on a great plan we have . ' ' Go back ? ',m06-098-01
gosped Flor . ' Yes . We plan to attack the Heavy,gasped Flor . ' Yes . We plan to attack the Heavy,m06-098-02
world . You must help to lead our force . ' The long,World . You must help to lead our force . ' The long,m06-098-03
"afternoon of etemity wore on , that long golden road","afternoon of eternity wore on , that long golden road",m06-098-04
of an afternoon that would sonewhere lead to,of an afternoon that would somewhere lead to,m06-098-05
"Rlotion there was , but notion without event- except","Motion there was , but motion without event - except",m06-106-00
for those negligille event that Seemed so large to,for those negligible events that seemed so large to,m06-106-01
"the creatures participating in them . For lily - yo , Flor","the creatures participating in them . For Lily-yo , Flor",m06-106-02
and Haris there were many events . Chief of these was,and Haris there were many events . Chief of these was,m06-106-03
that they learned to fly properly . The pains associated,that they learned to fly properly . The pains associated,m06-106-04
with their wings soon died away as the wonderfu l,with their wings soon died away as the wonderful,m06-106-05
new flesh and tendon strengthened . To sail up in the,new flesh and tendon strengthened . To sail up in the,m06-106-06
light gravity became an increasing delight - the ugly,light gravity became an increasing delight - the ugly,m06-106-07
Rlopping movement of flymen on the Heavy World,flopping movements of flymen on the Heavy World,m06-106-08
Mloshoir was a buchelor 1l his life he had,Alastair was a bachelor . All his life he had,n01-000-00
been viclined to reguird remen as sommething,been inclined to regard women as something,n01-000-01
Which must necessarily be subordinated to his,which must necessarily be subordinated to his,n01-000-02
rereer . Aat ho reatised thst he was entrusting not only,career . Now he realised that he was entrusting not only,n01-000-03
"his own wife , but Geofney ' us well , to a shange giul","his own life , but Geoffrey's as well , to a strange girl",n01-000-04
lhorn he fiad never met and on whom after nommore,whom he had never met and on whom after no more,n01-000-05
than o couple of Kelephone ralls he was,than a couple of telephone calls he was,n01-000-06
prepared toplace compule reliance,prepared to place complete reliance .,n01-000-07
It was a novel experstence . Mlestair was,It was a novel experience . Alastair was,n01-004-00
geite ualle to explain why he shold feut,quite unable to explain why he should feel,n01-004-01
Ho musch conftence in her . Eace agair,so much confidence in her . Once again,n01-004-02
she cheched back her instruatione . ' It wne,she checked back her instructions . It was,n01-004-03
dsiue that ahe hid not farl to apreciate the,obvious that she did not fail to appreciate the,n01-004-04
faith whith the was placinp in her and,faith which he was placing in her and,n01-004-05
Wes preyered to accept the responntlity .,was prepared to accept the responsibility .,n01-004-06
"Gond lnd , the tansral , "" se said geuely . It",""" Good luck , Air Marshal , "" she said gently . "" I 'll",n01-009-00
""" be waiting for you at the totel Poia at sise tis .",be waiting for you at the Hotel Roma at six this,n01-009-01
evewing  and I shall leok forward to murtihg you,evening - and I shall look forward to meeting you,n01-009-02
"beth at miduight . "" They migut have been","both at midnight . "" They might have been",n01-009-03
artouing a supper party . Then she sng of .,arranging a supper party . Then she rang off .,n01-009-04
AMrastair admitted that never in a not altogethrer,Alastair admitted that never in a not altogether,n01-009-05
uuwentful le had he come acossagirl ono,uneventful life had he come across a girl who,n01-009-06
asmeeed so charming and oppeased to leiso,sounded so charming and appeared to be so,n01-009-07
For some reason the odorlien had forgotten,For some reason the orderlies had forgotten,n01-020-00
Io oith on the highfer ; there me no colour-,to switch on the lights ; there was no colour -,n01-020-01
phypical featines mere distinqnistable solely by,physical features were distinguishable solely by,n01-020-02
qradation of silvery oreypess . Even the snorr-,gradations of silvery greyness . Even the snow-,n01-020-03
"capped summill of hond Hase , seven mileo","capped summit of Mont Blanc , seven miles",n01-020-04
"below , mas not secognisable anong the boot","below , was not recognisable among the host",n01-020-05
of lower peske . The aeseen of the in-to-aim,of lower peaks . The screen of the air-to-air,n01-020-06
satar glowed . Lecasinally sinnte spote,radar glowed . Occasionally minute spots,n01-020-07
"flickered acrows its orface , but there soo","flickered across its surface , but there was",n01-020-08
In the exceptional darity he was even able to,In the exceptional clarity he was even able to,n01-031-00
make a direct comparison between the radar,make a direct comparison between the radar,n01-031-01
image and the grennd itself . Ahead bay the,image and the ground itself . Ahead lay the,n01-031-02
"Phain of Lombardy ; to the right , Turin ; to the","Plain of Lombardy ; to the right , Turin ; to the",n01-031-03
beft i Wlikan . The directional angle of the,"left , Milan . The directional angle of the",n01-031-04
scanner conld be adisted to cover any,scanner could be adjusted to cover any,n01-031-05
"particular area within its range , Geoffrey",particular area within its range . Geoffrey,n01-031-06
turned the scale stawly I to cover the,turned the scale slowly to cover the,n01-031-07
ground immediately ahead .,ground immediately ahead .,n01-031-08
"He was able to pick out towns , unrecognirable to the","He was able to pick out towns , unrecognisable to the",n01-036-00
"naked eye , drcured by the groand hase which even","naked eye , obscured by the ground haze which even",n01-036-01
on the clearest night linited angular vision . He glanced,on the clearest night limited angular vision . He glanced,n01-036-02
at the speed recorder . It seemed almost incredible that,at the speed recorder . It seemed almost incredible that,n01-036-03
the tiny white figure of L.S against which the neede,the tiny white figure of 8.5 against which the needle,n01-036-04
was resting could realy mean hunreds of tnots .,was resting could really mean hundreds of knots .,n01-036-05
"Nor , is Alastien retuced the fhrust , the","Now , as Alastair reduced the thrust , the",n01-045-00
pifoh Langed as the nose of the sinoraff,pitch changed as the nose of the aircraft,n01-045-01
lipped slightly . The needle of the opeed,dipped slightly . The needle of the speed,n01-045-02
"recorden orung gertly through 8.P ,7.P . b. A","recorder swung gently through 8.0 , 7.0 , 6.0",n01-045-03
"before coning to rest at 5.0 . "" Ne 'se a bil","before coming to rest at 5.0 . "" We 're a bit",n01-045-04
"whead of time "" said Mlastain , "" He'll rn","ahead of time , "" said Alastair . "" We 'll run",n01-045-05
in on ninimum ongine pomer ' Geotfrey,"in on minimum engine power . "" Geoffrey",n01-045-06
omiled . Aartain Lalked of muaning in whon,smiled . Alastair talked of running in when,n01-045-07
they mere still more than four bundred,they were still more than four hundred,n01-045-08
milee from their destination .,miles from their destination .,n01-045-09
They were nearing Modena . Geofrey focused the radar ecamer,They were nearing Modena . Geoffrey focused the radar scanner,n01-052-00
"outhe bridge over the Po , carly forty miles to port ,","on the bridge over the Po , barely forty miles to port .",n01-052-01
te was able to trace the coirse of the rue ;,He was able to trace the course of the river ; he,n01-052-02
throught he could repognise the rtur o Ntyer,"thought he could recognise the route of N12 ,",n01-052-03
"along which , he , had miatored so dlesperately",along which he had motored so desperately little,n01-052-04
"more thats twenty-four hours earlier "" Since , then",more than twenty-four hours earlier . Since then,n01-052-05
"he fad Flown to tigland , astended the vicfal","he had flown to England , attended the vital",n01-052-06
"conference in Bruce Denton's office , been whisked","conference in Bruce Denton's office , been whisked",n01-052-07
by sperial heliceopter . from the Horse Guareds,by special helicopter from the Horse Guards,n01-052-08
"pajade to Brpcombe Dodim , slept for six blessed .","Parade to Boscombe Down , slept for six blessed",n01-052-09
refeshing hours and had now completed two-therdo,refreshing hours and had now completed two-thirds,n01-052-10
"of the journey fack to the place where , every",of the journey back to the place where every,n01-052-11
indication painted to . . Eve being held .,indication pointed to Eve being held .,n01-052-12
Geuffey sed mimself to consider the,Geoffrey set himself to consider the,n01-057-00
movement of the Wently . It had parsed,movements of the Bentley . It had passed,n01-057-01
twin at the tewporarry taitge over the,him at the temporary bridge over the,n01-057-02
Partorn at a few mivintes past fen on the,Tartaro at a few minutes past ten on the,n01-057-03
prenous night . He worked out the Nefance,previous night . He worked out the distance,n01-057-04
On the presumpfteor that ith sile had leen,on the presumption that its route had been,n01-057-05
throuph Phrence and tone and ther,through Florence and Rome and then,n01-057-06
acrons ltdly vin Toreph t Barleto .,across Italy via Foggia to Barletta .,n01-057-07
It came in nist over iit lumred,It came to just over six hundred,n01-057-08
DARENESS had descended like a cntain by the,DARKNESS had descended like a curtain by the,n02-000-00
"time they docked at Belleray . And though huy ,","time they docked at Belleray . And though Guy ,",n02-000-01
"made nervens by Beryl's silence , deve al rechtess","made nervous by Beryl's silence , drove at reckless",n02-000-02
"speed to the villa , it was quickely evident that","speed to the Villa , it was quickly evident that",n02-000-03
the party was over . Piers came strolling out to,the party was over . Piers came strolling out to,n02-000-04
"meet the Deanes , and as soon as hny had","meet the Deanes , and as soon as Guy had",n02-000-05
"dsiven away , invited them casually to come to","driven away , invited them casually to come to",n02-000-06
"To Beryl , at least , this was anti-climax with a","To Beryl , at least , this was anti-climax with a",n02-004-00
vengeance . She hnd expected to be met with vidert,vengeance . She had expected to be met with violent,n02-004-01
reprwaches - and here he was bland and smiling .,reproaches - and here he was bland and smiling .,n02-004-02
But it did not take her long to realise that hisood,But it did not take her long to realise that his mood,n02-004-03
was less pleasant than appeared on the surface .,was less pleasant than appeared on the surface .,n02-004-04
"He told her nonchalantly , as he led the way to his","He told her nonchalantly , as he led the way to his",n02-004-05
"Own veranda , that he had taken the liberty of","own veranda , that he had taken the liberty of",n02-004-06
asking suck - as a representative of the ballin family -,asking Jack - as a representative of the Vallin family -,n02-004-07
to come over and make the presentation in her stead .,to come over and make the presentation in her stead .,n02-004-08
""" I cought him just as he was going to the",""" I caught him just as he was going to the",n02-009-00
"airport to meet Blanche , "" he said . "" As a modleri","airport to meet Blanche , "" he said . "" As a matter",n02-009-01
of fact I 'd ashed him last night to depurise,of fact I 'd asked him last night to deputise,n02-009-02
for me aind fetch her . He brought her to the party,for me and fetch her . He brought her to the party,n02-009-03
